label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,market_segment_type,no_of_special_requests
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",141,2018,5,Online,1
0,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",6,2017,12,Online,0
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
2,2,1,1,0,"Meal Plan 1",0,"Room_Type 1",2,2018,9,Online,1
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",49,2017,12,Offline,0
2,2,1,1,4,"Meal Plan 1",0,"Room_Type 1",105,2018,7,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",82,2018,4,Offline,0
0,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",282,2017,10,Offline,0
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",100,2017,10,Offline,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",49,2017,11,Offline,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",113,2018,5,Corporate,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",276,2018,9,Offline,0
0,2,0,2,2,"Not Selected",0,"Room_Type 1",47,2018,6,Online,1
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",55,2018,4,Offline,0
0,2,0,0,4,"Not Selected",0,"Room_Type 1",18,2018,3,Online,0
1,2,0,0,2,"Not Selected",0,"Room_Type 1",180,2018,8,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",204,2018,5,Offline,0
0,2,0,1,1,"Not Selected",0,"Room_Type 1",64,2018,11,Online,2
0,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",2,2018,1,Online,0
2,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",107,2018,9,Online,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",166,2018,6,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",44,2018,2,Offline,0
1,2,0,2,0,"Not Selected",0,"Room_Type 1",16,2018,9,Online,1
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 2",169,2018,8,Online,2
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",36,2018,1,Offline,0
0,2,0,2,3,"Not Selected",0,"Room_Type 1",341,2018,12,Online,2
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",4,2017,11,Corporate,0
2,2,1,2,1,"Meal Plan 1",0,"Room_Type 1",159,2018,8,Online,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,Online,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",10,2018,9,Aviation,0
1,2,0,1,0,"Not Selected",0,"Room_Type 1",49,2018,7,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",84,2018,11,Online,1
0,2,0,0,4,"Not Selected",0,"Room_Type 1",213,2018,12,Online,1
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",163,2018,7,Online,1
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,Offline,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",180,2017,10,Offline,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,3,Corporate,3
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 5",297,2018,12,Corporate,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",250,2018,9,Offline,0
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",20,2018,9,Offline,1
2,2,0,2,4,"Meal Plan 1",1,"Room_Type 4",45,2018,6,Online,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2017,9,Corporate,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",35,2017,10,Online,2
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",222,2018,8,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",43,2017,12,Offline,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,2018,4,Corporate,0
0,2,0,2,3,"Not Selected",0,"Room_Type 1",48,2018,4,Online,1
2,2,0,2,3,"Meal Plan 2",0,"Room_Type 4",49,2018,11,Online,1
0,2,0,1,5,"Meal Plan 1",0,"Room_Type 2",75,2017,10,Offline,0
2,2,1,0,3,"Meal Plan 1",0,"Room_Type 1",159,2018,5,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",8,2017,10,Corporate,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",52,2018,12,Online,2
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",165,2018,8,Online,0
1,3,0,2,1,"Meal Plan 1",1,"Room_Type 1",2,2018,3,Offline,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",11,2018,11,Online,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 2",193,2018,7,Online,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 2",69,2017,12,Online,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,7,Online,1
2,2,0,0,1,"Not Selected",0,"Room_Type 1",13,2018,9,Online,0
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",150,2018,1,Offline,0
1,2,0,2,6,"Meal Plan 1",0,"Room_Type 1",153,2018,6,Online,0
0,2,0,1,0,"Not Selected",0,"Room_Type 1",34,2018,5,Online,1
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",42,2018,6,Corporate,0
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,10,Corporate,1
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",290,2018,12,Online,0
0,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",96,2017,7,Offline,0
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
0,2,0,1,2,"Not Selected",0,"Room_Type 1",54,2018,11,Online,1
0,2,0,2,2,"Not Selected",0,"Room_Type 1",5,2017,12,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 2",133,2018,10,Online,1
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,6,Online,2
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",34,2018,3,Online,1
2,3,0,1,0,"Meal Plan 1",1,"Room_Type 4",45,2018,10,Online,2
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",52,2017,11,Offline,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,1,Complementary,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",22,2017,9,Online,2
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,2018,10,Online,2
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",159,2018,9,Offline,0
1,1,0,1,2,"Meal Plan 2",0,"Room_Type 1",418,2018,9,Offline,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",211,2018,5,Offline,0
2,1,0,0,5,"Not Selected",0,"Room_Type 1",7,2018,10,Online,2
1,2,0,2,2,"Not Selected",0,"Room_Type 1",33,2018,10,Online,1
1,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",16,2017,8,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",109,2018,5,Offline,0
1,2,0,0,1,"Meal Plan 2",0,"Room_Type 1",41,2017,9,Offline,0
1,2,0,1,0,"Not Selected",0,"Room_Type 1",37,2018,6,Online,1
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",205,2018,5,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",256,2018,8,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 4",11,2018,6,Corporate,0
2,2,1,2,0,"Meal Plan 1",0,"Room_Type 1",18,2018,6,Online,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 4",68,2018,3,Online,1
1,2,0,2,0,"Not Selected",0,"Room_Type 1",51,2018,10,Online,3
2,2,1,0,1,"Meal Plan 1",0,"Room_Type 1",37,2018,3,Online,1
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",91,2018,5,Online,0
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",105,2018,4,Offline,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",0,2018,11,Online,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",75,2018,4,Online,1
1,1,0,1,1,"Not Selected",0,"Room_Type 1",5,2018,4,Offline,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",34,2018,4,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",81,2018,3,Online,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",0,2017,11,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",0,2017,8,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,2018,9,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",98,2018,5,Offline,1
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 4",0,2018,3,Online,0
0,2,1,2,5,"Meal Plan 1",0,"Room_Type 4",31,2018,1,Offline,3
1,2,0,3,8,"Meal Plan 1",0,"Room_Type 1",204,2018,7,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",86,2018,11,Online,2
2,2,0,1,0,"Not Selected",0,"Room_Type 1",92,2018,9,Online,2
2,3,0,1,3,"Meal Plan 1",0,"Room_Type 4",64,2018,9,Online,2
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",75,2018,4,Offline,0
1,2,0,1,3,"Not Selected",0,"Room_Type 1",29,2018,4,Online,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,8,Online,0
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",86,2017,9,Offline,0
2,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",132,2018,7,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 4",19,2018,4,Online,1
0,1,0,0,1,"Not Selected",0,"Room_Type 1",11,2018,6,Online,0
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",259,2018,5,Offline,0
1,1,0,1,4,"Not Selected",0,"Room_Type 1",67,2018,9,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",78,2018,4,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",49,2018,9,Online,0
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",193,2017,10,Offline,0
0,1,0,0,1,"Meal Plan 1",1,"Room_Type 4",2,2018,1,Complementary,0
2,2,1,2,0,"Meal Plan 1",1,"Room_Type 1",131,2018,7,Online,2
2,2,0,1,0,"Not Selected",0,"Room_Type 1",29,2018,8,Online,1
1,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,5,Offline,0
2,2,2,2,2,"Meal Plan 2",0,"Room_Type 6",80,2018,4,Online,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2018,8,Online,2
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,1,Online,0
1,2,0,2,4,"Meal Plan 1",0,"Room_Type 4",99,2018,4,Online,1
0,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",17,2018,2,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 4",43,2018,10,Online,2
1,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",165,2018,7,Online,0
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,2018,5,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",41,2018,4,Online,1
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",230,2018,9,Online,1
1,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",24,2018,12,Online,1
2,2,0,1,2,"Meal Plan 2",0,"Room_Type 1",315,2018,9,Offline,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",122,2018,5,Online,0
2,3,0,1,4,"Meal Plan 1",0,"Room_Type 4",195,2018,9,Online,0
1,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",37,2017,9,Online,0
2,3,0,2,2,"Meal Plan 1",0,"Room_Type 4",103,2018,10,Online,1
2,2,0,0,4,"Meal Plan 1",0,"Room_Type 4",62,2018,9,Online,0
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",112,2018,7,Offline,0
2,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",58,2017,9,Online,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",256,2018,8,Offline,1
2,2,1,2,1,"Meal Plan 1",0,"Room_Type 1",4,2018,11,Online,3
2,3,0,2,1,"Meal Plan 2",0,"Room_Type 1",138,2017,8,Offline,1
1,1,0,0,1,"Not Selected",0,"Room_Type 1",113,2018,10,Online,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",169,2018,4,Offline,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",361,2018,11,Online,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",37,2018,10,Offline,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,3,Online,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",25,2018,7,Online,1
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",275,2018,6,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",54,2018,4,Online,0
0,1,0,1,2,"Meal Plan 2",0,"Room_Type 1",80,2018,9,Online,0
1,2,0,2,2,"Meal Plan 2",0,"Room_Type 1",169,2018,4,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",96,2018,4,Online,1
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",33,2018,9,Complementary,0
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 4",44,2018,6,Offline,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",86,2017,11,Offline,0
0,2,0,1,1,"Meal Plan 1",1,"Room_Type 2",37,2018,2,Online,1
2,2,0,2,0,"Not Selected",0,"Room_Type 1",0,2018,7,Online,0
2,2,1,0,3,"Meal Plan 2",0,"Room_Type 1",6,2018,2,Online,2
0,1,0,2,1,"Not Selected",0,"Room_Type 1",116,2018,12,Online,2
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",265,2018,6,Offline,1
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",64,2018,3,Online,0
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,10,Complementary,1
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",7,2018,12,Corporate,0
2,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",103,2018,11,Online,2
1,1,0,2,2,"Not Selected",0,"Room_Type 1",207,2018,10,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",56,2018,11,Online,0
0,2,0,0,5,"Meal Plan 1",0,"Room_Type 1",231,2018,12,Offline,0
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",153,2018,7,Online,2
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,Offline,1
0,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",245,2018,9,Online,0
2,2,0,2,7,"Meal Plan 2",0,"Room_Type 1",14,2018,3,Online,0
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",7,2018,10,Online,0
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,Offline,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",66,2018,7,Offline,0
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",39,2018,6,Online,2
0,2,0,0,1,"Meal Plan 1",1,"Room_Type 7",0,2018,9,Complementary,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",164,2018,9,Online,1
1,2,0,0,3,"Meal Plan 2",0,"Room_Type 1",36,2017,10,Offline,0
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 2",0,2017,12,Online,1
2,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",81,2018,5,Online,0
0,2,0,2,1,"Not Selected",0,"Room_Type 1",89,2018,4,Online,0
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",38,2018,6,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",58,2018,1,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,10,Online,0
2,1,2,0,3,"Meal Plan 1",0,"Room_Type 6",1,2017,10,Online,2
0,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,2017,12,Corporate,0
2,3,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,2018,2,Online,3
2,3,0,0,2,"Meal Plan 1",0,"Room_Type 4",145,2018,8,Online,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",318,2018,9,Offline,0
2,1,0,0,1,"Meal Plan 1",0,"Room_Type 1",28,2017,10,Offline,0
2,2,0,0,5,"Meal Plan 1",0,"Room_Type 4",129,2018,8,Online,2
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",42,2017,10,Online,1
1,2,0,2,2,"Meal Plan 2",0,"Room_Type 1",169,2018,4,Offline,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 4",130,2018,9,Online,2
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",32,2018,4,Online,1
1,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",6,2018,5,Corporate,0
0,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",46,2018,1,Offline,0
2,3,0,2,1,"Meal Plan 1",0,"Room_Type 4",40,2018,3,Online,1
1,2,0,1,0,"Not Selected",0,"Room_Type 1",63,2018,9,Online,1
0,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",74,2018,5,Offline,1
1,2,0,2,1,"Meal Plan 2",0,"Room_Type 1",150,2018,1,Offline,0
1,1,0,0,4,"Meal Plan 2",0,"Room_Type 1",296,2018,9,Offline,0
2,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",13,2018,6,Online,1
1,1,0,1,0,"Not Selected",0,"Room_Type 1",131,2018,10,Online,0
2,4,0,1,1,"Meal Plan 1",0,"Room_Type 5",141,2018,7,Online,2
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,8,Online,1
0,1,0,1,5,"Meal Plan 1",0,"Room_Type 1",3,2018,3,Complementary,1
0,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",289,2017,10,Offline,0
0,2,0,2,4,"Meal Plan 1",0,"Room_Type 1",4,2018,11,Online,1
1,2,0,2,0,"Not Selected",0,"Room_Type 1",81,2018,4,Online,1
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",210,2018,8,Online,1
1,1,0,1,3,"Meal Plan 1",0,"Room_Type 1",21,2017,8,Online,1
1,2,0,0,1,"Not Selected",0,"Room_Type 1",13,2018,9,Corporate,1
2,3,0,0,1,"Meal Plan 1",0,"Room_Type 4",60,2018,7,Online,1
1,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,2017,9,Offline,0
1,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",166,2018,8,Online,0
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,2018,3,Online,0
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 5",9,2018,8,Online,0
0,1,1,1,2,"Not Selected",0,"Room_Type 1",64,2018,11,Online,1
1,1,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
1,2,0,0,2,"Not Selected",0,"Room_Type 1",14,2018,6,Online,1
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",218,2018,10,Offline,0
0,1,0,0,1,"Meal Plan 1",1,"Room_Type 1",6,2018,11,Corporate,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 4",65,2018,4,Online,0
2,2,0,2,5,"Meal Plan 1",0,"Room_Type 4",106,2018,7,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",2,2018,8,Online,1
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 7",86,2018,7,Online,2
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,Offline,0
1,2,0,0,4,"Meal Plan 1",0,"Room_Type 5",112,2018,8,Offline,2
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",105,2018,6,Online,0
2,2,2,2,1,"Meal Plan 1",1,"Room_Type 6",56,2018,8,Online,1
2,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",56,2018,6,Offline,0
1,2,0,2,3,"Meal Plan 1",0,"Room_Type 1",127,2018,5,Online,0
2,2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,Offline,0
1,2,0,1,4,"Meal Plan 1",0,"Room_Type 1",118,2017,12,Online,2
1,2,0,1,1,"Meal Plan 1",0,"Room_Type 1",35,2017,10,Online,1
0,1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,2018,1,Corporate,0
0,2,0,2,6,"Meal Plan 1",0,"Room_Type 1",336,2018,9,Offline,0
0,2,0,0,2,"Not Selected",0,"Room_Type 1",12,2018,1,Online,1
2,2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,Offline,1
1,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",17,2018,12,Online,0
0,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",7,2018,8,Offline,0
2,3,0,0,1,"Meal Plan 1",0,"Room_Type 4",4,2018,8,Online,2
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,Offline,0
0,2,0,0,2,"Not Selected",1,"Room_Type 1",0,2017,8,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",90,2018,8,Online,2
0,1,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,2018,9,Corporate,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",176,2018,9,Offline,0
1,2,0,2,2,"Meal Plan 1",0,"Room_Type 4",75,2018,10,Online,1
2,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",84,2018,10,Online,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 4",130,2018,10,Online,2
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",30,2018,6,Offline,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",2,2017,8,Online,2
2,2,0,0,1,"Not Selected",0,"Room_Type 1",4,2018,10,Online,2
1,1,0,2,1,"Meal Plan 2",0,"Room_Type 1",122,2018,3,Offline,0
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,2018,4,Offline,0
1,2,0,2,1,"Meal Plan 1",0,"Room_Type 1",78,2018,4,Online,0
1,1,0,1,1,"Meal Plan 1",1,"Room_Type 1",5,2018,12,Corporate,1
1,2,0,0,1,"Meal Plan 1",0,"Room_Type 1",92,2018,11,Offline,0
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 4",56,2018,4,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,2018,5,Offline,0
1,1,0,0,3,"Meal Plan 1",0,"Room_Type 1",119,2018,6,Offline,0
1,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,6,Offline,0
0,1,0,1,4,"Meal Plan 1",0,"Room_Type 1",5,2018,3,Offline,0
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",223,2017,10,Online,2
0,2,0,0,2,"Not Selected",0,"Room_Type 1",22,2018,2,Online,1
1,2,0,1,0,"Meal Plan 1",0,"Room_Type 1",37,2018,9,Offline,0
0,2,0,0,1,"Not Selected",0,"Room_Type 1",0,2017,11,Online,2
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",28,2018,2,Online,2
0,2,0,2,5,"Meal Plan 1",0,"Room_Type 1",196,2017,8,Online,2
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",15,2018,2,Offline,0
0,2,0,0,2,"Meal Plan 1",0,"Room_Type 1",315,2018,12,Offline,0
2,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",188,2018,6,Offline,0
0,1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2018,4,Corporate,1
2,2,0,0,2,"Meal Plan 2",0,"Room_Type 1",292,2018,7,Offline,0
0,2,0,0,3,"Not Selected",0,"Room_Type 1",9,2018,7,Offline,0
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",219,2017,9,Offline,0
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 6",28,2018,9,Online,2
0,2,0,2,2,"Meal Plan 1",0,"Room_Type 1",25,2018,3,Offline,0
0,2,0,0,4,"Meal Plan 1",0,"Room_Type 1",118,2017,8,Online,1
0,2,0,2,3,"Not Selected",0,"Room_Type 1",76,2018,3,Online,1
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",22,2017,10,Online,1
0,1,0,3,7,"Meal Plan 1",0,"Room_Type 1",11,2018,11,Online,1
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",48,2018,8,Online,0
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",213,2018,6,Offline,0
2,2,0,0,2,"Meal Plan 1",0,"Room_Type 5",1,2018,9,Offline,2
1,2,0,1,2,"Meal Plan 2",0,"Room_Type 1",309,2018,5,Offline,0
2,2,1,1,3,"Meal Plan 2",0,"Room_Type 6",100,2018,10,Online,0
0,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",209,2018,4,Online,1
2,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",100,2018,5,Online,1
2,2,2,1,3,"Meal Plan 1",0,"Room_Type 6",14,2018,4,Online,0
0,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",95,2018,11,Online,2
0,1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,Offline,0
2,3,0,2,4,"Meal Plan 1",0,"Room_Type 4",41,2018,8,Online,2
0,2,0,2,3,"Not Selected",0,"Room_Type 1",10,2018,2,Online,0
2,2,0,1,1,"Meal Plan 1",0,"Room_Type 6",5,2018,9,Online,3
2,2,0,0,3,"Meal Plan 1",0,"Room_Type 1",7,2018,10,Online,1
2,2,0,2,5,"Meal Plan 2",0,"Room_Type 1",14,2018,10,Online,0
1,2,0,0,3,"Not Selected",0,"Room_Type 1",80,2018,4,Online,1
1,1,0,0,1,"Meal Plan 1",0,"Room_Type 4",15,2018,4,Online,1
2,2,1,2,0,"Meal Plan 1",0,"Room_Type 1",143,2018,6,Online,1
1,1,0,1,1,"Meal Plan 1",0,"Room_Type 1",66,2018,4,Online,0
2,2,2,0,2,"Meal Plan 1",0,"Room_Type 6",2,2018,7,Online,2
2,2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,Offline,1
2,2,0,0,1,"Not Selected",0,"Room_Type 1",8,2018,9,Online,1
2,1,0,1,2,"Meal Plan 1",0,"Room_Type 6",63,2018,11,Online,0
1,2,0,1,2,"Meal Plan 1",0,"Room_Type 1",207,2018,12,Offline,0
1,2,0,0,4,"Not Selected",0,"Room_Type 1",178,2018,8,Online,0
1,2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,2018,4,Offline,0
0,2,0,1,3,"Meal Plan 1",0,"Room_Type 1",22,2018,11,Online,1
0,1,0,1,2,"Meal Plan 1",0,"Room_Type 1",18,2018,2,Offline,0
